0.5125,0.7891,0.4172,0,1,0,0
0.5328,0.7922,0.4234,0,1,0,0
0.5359,0.7922,0.4219,0,1,0,0
0.5922,0.8594,0.4906,0,1,0,0
0.5969,0.8547,0.4969,0,1,0,0
0.5875,0.8578,0.5016,0,1,0,0
0.3812,0.7188,0.3734,0,1,0,0
0.3703,0.7188,0.2813,0,1,0,0
0.3734,0.7188,0.2781,0,1,0,0
0.4203,0.7625,0.3203,0,1,0,0
0.3938,0.7359,0.3000,0,1,0,0
0.3938,0.7359,0.3391,0,1,0,0
0.4203,0.7641,0.3406,0,1,0,0
0.3781,0.7125,0.4656,0,1,0,0
0.4187,0.7609,0.4172,0,1,0,0
0.4453,0.7750,0.4609,0,1,0,0
0.4500,0.8016,0.4969,0,1,0,0
0.4500,0.7969,0.4906,0,1,0,0
0.4625,0.7703,0.4500,0,1,0,0
0.5141,0.8094,0.5234,0,1,0,0
0.5203,0.8125,0.5297,0,1,0,0
0.5813,0.8703,0.6094,0,1,0,0
0.5875,0.8797,0.6219,0,1,0,0
0.4266,0.7250,0.3859,0,1,0,0
0.3906,0.7047,0.4016,0,1,0,0
0.3984,0.7141,0.4172,0,1,0,0
0.4016,0.7141,0.4219,0,1,0,0
0.4031,0.7063,0.4047,0,1,0,0
0.4203,0.7359,0.4688,0,1,0,0
0.4313,0.7547,0.4734,0,1,0,0
0.4297,0.7547,0.5047,0,1,0,0
0.4484,0.7594,0.5141,0,1,0,0
0.4578,0.8188,0.4875,0,1,0,0
0.4719,0.7844,0.4547,0,1,0,0
0.4578,0.7875,0.4625,0,1,0,0
0.4594,0.7906,0.4594,0,1,0,0
0.4594,0.7875,0.4594,0,1,0,0
0.4641,0.8109,0.4625,0,1,0,0
0.4641,0.8094,0.4984,0,1,0,0
0.4688,0.8156,0.4969,0,1,0,0
0.4672,0.8109,0.4969,0,1,0,0
